Timestamp                       Thread     Type        Activity             PID    TTL  
2025-07-31 14:26:41.856688-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ViewState] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::updateActivityState: view visibility state changed 0 -> 1
2025-07-31 14:26:41.856709-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ViewState] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::viewIsBecomingVisible:
2025-07-31 14:26:41.856764-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::updateThrottleState: UIProcess is taking a foreground assertion because the view is visible
2025-07-31 14:26:41.856807-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122008320 - [PID=5500, throttler=0x122003490] ProcessThrottler::Activity::Activity: Starting foreground activity / 'View is visible'
2025-07-31 14:26:41.857076-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Matching dictionary: <private>, attributesArray: <private>
2025-07-31 14:26:41.857124-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Discover extensions with attributes <private>
2025-07-31 14:26:41.857156-0600 0x3c03ac7  Activity    0x6130f84            5495   0    diaryx: (PlugInKit) discovery
2025-07-31 14:26:41.857196-0600 0x3c03ac7  Default     0x6130f84            5495   0    diaryx: (PlugInKit) [com.apple.PlugInKit:discovery] [d <private>] <PKHost:0x6000012c8580> Beginning discovery for flags: 1024, point: com.apple.ui-services
2025-07-31 14:26:41.857905-0600 0x3c03aaf  Default     0x6130f82            5495   0    diaryx: (PlugInKit) [com.apple.PlugInKit:discovery] [d <private>] <PKHost:0x6000012c8580> Completed discovery. Final # of matches: 2
2025-07-31 14:26:41.858194-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 2 plugins found
2025-07-31 14:26:41.859903-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Service with identifier <private> passes activation rule: 0
2025-07-31 14:26:41.859913-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Service dictionary for plugin <private> not available, skip it.
2025-07-31 14:26:41.860511-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Process] 0x122004f00 - NetworkProcessProxy::sendXPCEndpointToProcess(0x122003400) state = 1 has connection = 1 XPC endpoint message = 0x6000038a44b0
2025-07-31 14:26:41.860527-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Process] 0x122004f00 - NetworkProcessProxy::sendXPCEndpointToProcess(0x122002100) state = 1 has connection = 1 XPC endpoint message = 0x6000038a44b0
2025-07-31 14:26:41.861952-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ExtensionFoundation) [com.apple.extensionkit:NSExtension] Use of NSTruePredicate is forbidden: <private>
2025-07-31 14:26:41.862028-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Service with identifier <private> passes activation rule: 1
2025-07-31 14:26:41.863444-0600 0x3c03af2  Default     0x6130f83            5495   0    diaryx: (PlugInKit) [com.apple.PlugInKit:discovery] [d <private>] <PKHost:0x6000012c8580> Completed discovery. Final # of matches: 2
2025-07-31 14:26:41.864309-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 2 plugins found
2025-07-31 14:26:41.864961-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Service with identifier <private> passes activation rule: 1
2025-07-31 14:26:41.865835-0600 0x3c03aaf  Fault       0x6130f85            5495   14   diaryx: (GenerativeModels) [com.apple.GenerativeModels:availability] <private>
2025-07-31 14:26:41.865835-0600 0x3c03aaf  Activity    0x6130f85            5495   0    diaryx: (libsystem_trace.dylib) Activity for state dumps
2025-07-31 14:26:41.869373-0600 0x3c03aaf  Error       0x0                  5495   0    diaryx: (AssistantServices) [com.apple.siri:Utility] AFIsDeviceGreymatterEligible Missing entitlements for os_eligibility lookup
2025-07-31 14:26:41.869400-0600 0x3c03ac7  Default     0x6130f84            5495   0    diaryx: (PlugInKit) [com.apple.PlugInKit:discovery] [d <private>] <PKHost:0x6000012c8580> Completed discovery. Final # of matches: 2
2025-07-31 14:26:41.869689-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 2 plugins found
2025-07-31 14:26:41.869741-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122005230 - [PID=5501, throttler=0x122004f90] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'Process initialization'
2025-07-31 14:26:41.869932-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Service with identifier <private> passes activation rule: 0
2025-07-31 14:26:41.870019-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Service dictionary for plugin <private> not available, skip it.
2025-07-31 14:26:41.870061-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x1220022c0 - [PID=5499, throttler=0x122002190] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'Process initialization'
2025-07-31 14:26:41.870594-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ExtensionFoundation) [com.apple.extensionkit:NSExtension] Use of NSTruePredicate is forbidden: <private>
2025-07-31 14:26:41.870714-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Service with identifier <private> passes activation rule: 1
2025-07-31 14:26:41.872075-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122001e50 - ProcessAssertion::acquireSync Successfully took RBS assertion 'Jetsam Boost' for process with PID=5499
2025-07-31 14:26:41.872191-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122003eb0 - ProcessAssertion::acquireSync Trying to take RBS assertion 'GPUProcess Foreground Assertion' for process with PID=5499
2025-07-31 14:26:41.874080-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (libxpc.dylib) [com.apple.xpc:connection] [0x1161505f0] activating connection: mach=true listener=false peer=false name=com.apple.iconservices
2025-07-31 14:26:41.874649-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (libxpc.dylib) [com.apple.xpc:connection] [0x1161390a0] activating connection: mach=true listener=false peer=false name=com.apple.iconservices.store
2025-07-31 14:26:41.878655-0600 0x3c03af2  Activity    0x6130f86            5495   0    diaryx: (CoreServicesInternal) CFURLResolveBookmarkData
2025-07-31 14:26:41.878992-0600 0x3c03aaf  Activity    0x6130f87            5495   0    diaryx: (CoreServicesInternal) CFURLResolveBookmarkData
2025-07-31 14:26:41.879497-0600 0x3c03ac7  Activity    0x6130f88            5495   0    diaryx: (CoreServicesInternal) CFURLResolveBookmarkData
2025-07-31 14:26:41.883732-0600 0x3c03af2  Default     0x0                  5495   2    diaryx: (LaunchServices) [com.apple.launchservices:appinstallation] registering for distributed notification com.apple.LaunchServices.pluginswillberemoved in this process
2025-07-31 14:26:41.883951-0600 0x3c03af2  Activity    0x6130f89            5495   0    diaryx: (CoreServicesInternal) CFURLResolveBookmarkData
2025-07-31 14:26:41.885830-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ExtensionFoundation) [com.apple.extensionkit:NSExtension] Use of NSTruePredicate is forbidden: <private>
2025-07-31 14:26:41.885970-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Service with identifier <private> passes activation rule: 1
2025-07-31 14:26:41.892241-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Role type not provided, assuming Action for <private>
2025-07-31 14:26:41.892875-0600 0x3c03aaf  Activity    0x6130f8a            5495   0    diaryx: (CoreServicesInternal) CFURLResolveBookmarkData
2025-07-31 14:26:41.894734-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Role type not provided, assuming Action for <private>
2025-07-31 14:26:41.894846-0600 0x3c03ac7  Activity    0x6130f8b            5495   0    diaryx: (CoreServicesInternal) CFURLResolveBookmarkData
2025-07-31 14:26:41.894966-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 1 compatible services found for attributes <private>
2025-07-31 14:26:41.895063-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Discovery done
2025-07-31 14:26:41.895140-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Discover extensions with attributes <private>
2025-07-31 14:26:41.895198-0600 0x3c03aaf  Activity    0x6130f8c            5495   0    diaryx: (PlugInKit) discovery
2025-07-31 14:26:41.895253-0600 0x3c03af2  Activity    0x6130f8d            5495   0    diaryx: (CoreServicesInternal) CFURLResolveBookmarkData
2025-07-31 14:26:41.895282-0600 0x3c03aaf  Default     0x6130f8c            5495   0    diaryx: (PlugInKit) [com.apple.PlugInKit:discovery] [d <private>] <PKHost:0x6000012c8580> Beginning discovery for flags: 1024, point: com.apple.services
2025-07-31 14:26:41.896498-0600 0x3c03aaf  Default     0x6130f8c            5495   0    diaryx: (PlugInKit) [com.apple.PlugInKit:discovery] [d <private>] <PKHost:0x6000012c8580> Completed discovery. Final # of matches: 0
2025-07-31 14:26:41.896926-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 0 plugins found
2025-07-31 14:26:41.896999-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 1 compatible services found for attributes <private>
2025-07-31 14:26:41.897065-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 0 compatible services found for attributes <private>
2025-07-31 14:26:41.897151-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Discovery done
2025-07-31 14:26:41.897275-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Discovery done
2025-07-31 14:26:41.897470-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Discover extensions with attributes <private>
2025-07-31 14:26:41.897636-0600 0x3c03aaf  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Completed querying extensions: <private>
2025-07-31 14:26:41.897676-0600 0x3c03ac7  Activity    0x6130f8e            5495   0    diaryx: (PlugInKit) discovery
2025-07-31 14:26:41.897773-0600 0x3c03ac7  Default     0x6130f8e            5495   0    diaryx: (PlugInKit) [com.apple.PlugInKit:discovery] [d <private>] <PKHost:0x6000012c8580> Beginning discovery for flags: 1024, point: com.apple.services
2025-07-31 14:26:41.899273-0600 0x3c03ac7  Default     0x6130f8e            5495   0    diaryx: (PlugInKit) [com.apple.PlugInKit:discovery] [d <private>] <PKHost:0x6000012c8580> Completed discovery. Final # of matches: 0
2025-07-31 14:26:41.899362-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 0 plugins found
2025-07-31 14:26:41.899443-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 0 compatible services found for attributes <private>
2025-07-31 14:26:41.899491-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Discovery done
2025-07-31 14:26:41.899587-0600 0x3c03ac7  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Completed querying extensions: <private>
2025-07-31 14:26:41.899957-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Role type not provided, assuming Action for <private>
2025-07-31 14:26:41.900034-0600 0x3c03af2  Activity    0x6130f8f            5495   0    diaryx: (CoreServicesInternal) CFURLResolveBookmarkData
2025-07-31 14:26:41.900951-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 2 compatible services found for attributes <private>
2025-07-31 14:26:41.901005-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Discovery done
2025-07-31 14:26:41.901067-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Discover extensions with attributes <private>
2025-07-31 14:26:41.901128-0600 0x3c03af2  Activity    0x6130f90            5495   0    diaryx: (PlugInKit) discovery
2025-07-31 14:26:41.901170-0600 0x3c03af2  Default     0x6130f90            5495   0    diaryx: (PlugInKit) [com.apple.PlugInKit:discovery] [d <private>] <PKHost:0x6000012c8580> Beginning discovery for flags: 1024, point: com.apple.services
2025-07-31 14:26:41.902882-0600 0x3c03af2  Default     0x6130f90            5495   0    diaryx: (PlugInKit) [com.apple.PlugInKit:discovery] [d <private>] <PKHost:0x6000012c8580> Completed discovery. Final # of matches: 0
2025-07-31 14:26:41.902898-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 0 plugins found
2025-07-31 14:26:41.902916-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] 0 compatible services found for attributes <private>
2025-07-31 14:26:41.902925-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Discovery done
2025-07-31 14:26:41.902938-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Completed querying extensions: <private>
2025-07-31 14:26:41.911102-0600 0x3c03ad5  Error       0x0                  5495   0    diaryx: (CoreFoundation) [com.apple.CFBundle:resources] Unable to create bundle at URL ((null)): normalized URL null
2025-07-31 14:26:41.913782-0600 0x3c03af2  Activity    0x6130f91            5495   0    diaryx: (RunningBoardServices) didChangeInheritances
2025-07-31 14:26:41.931635-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122003eb0 - ProcessAssertion::acquireSync Successfully took RBS assertion 'GPUProcess Foreground Assertion' for process with PID=5499
2025-07-31 14:26:41.931714-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122001ea0 - ProcessAssertion::acquireSync Trying to take RBS assertion 'Jetsam Boost' for process with PID=5500
2025-07-31 14:26:41.933246-0600 0x3c03af2  Activity    0x6130f93            5495   0    diaryx: (CoreFoundation) Loading Preferences From User CFPrefsD
2025-07-31 14:26:41.933936-0600 0x3c03af2  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Sorted services: <private>
2025-07-31 14:26:41.934197-0600 0x3c03b94  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Sorted services: <private>
2025-07-31 14:26:41.934358-0600 0x3c03ad5  Default     0x0                  5495   0    diaryx: (ShareKit) [com.apple.sharekit:Framework] Sorted services: <private>
2025-07-31 14:26:41.980982-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122001ea0 - ProcessAssertion::acquireSync Successfully took RBS assertion 'Jetsam Boost' for process with PID=5500
2025-07-31 14:26:41.980997-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x1220080b0 - ProcessAssertion::acquireSync Trying to take RBS assertion 'WebProcess Foreground Assertion' for process with PID=5500
2025-07-31 14:26:42.001009-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x1220080b0 - ProcessAssertion::acquireSync Successfully took RBS assertion 'WebProcess Foreground Assertion' for process with PID=5500
2025-07-31 14:26:42.001023-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122001ef0 - ProcessAssertion::acquireSync Trying to take RBS assertion 'Jetsam Boost' for process with PID=5501
2025-07-31 14:26:42.028435-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122001ef0 - ProcessAssertion::acquireSync Successfully took RBS assertion 'Jetsam Boost' for process with PID=5501
2025-07-31 14:26:42.028460-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122008200 - ProcessAssertion::acquireSync Trying to take RBS assertion 'NetworkProcess Foreground Assertion' for process with PID=5501
2025-07-31 14:26:42.045962-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122008200 - ProcessAssertion::acquireSync Successfully took RBS assertion 'NetworkProcess Foreground Assertion' for process with PID=5501
2025-07-31 14:26:42.071699-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (HIToolbox) [com.apple.inputmethodkitClient:Client] +[IMKClient subclass]: chose IMKClient_Modern
2025-07-31 14:26:42.071713-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (HIToolbox) [com.apple.inputmethodkitClient:Client] +[IMKInputSession subclass]: chose IMKInputSession_Modern
2025-07-31 14:26:42.074083-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (libxpc.dylib) [com.apple.xpc:connection] [0x10643ad60] activating connection: mach=true listener=false peer=false name=com.apple.inputmethodkit.getxpcendpoint
2025-07-31 14:26:42.075686-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (libxpc.dylib) [com.apple.xpc:connection] [0x114f163d0] activating connection: mach=false listener=false peer=false name=(anonymous)
2025-07-31 14:26:42.098060-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::decidePolicyForNavigationAction: frameID=28, isMainFrame=1, navigationID=31
2025-07-31 14:26:42.098603-0600 0x3c03af3  Default     0x0                  5495   0    diaryx: (libxpc.dylib) [com.apple.xpc:connection] [0x6000038a80f0] activating connection: mach=true listener=false peer=false name=com.apple.Safari.SafeBrowsing.Service
2025-07-31 14:26:42.099308-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:AppSSO] 0x122001b10 - SOAuthorizationCoordinator::tryAuthorize
2025-07-31 14:26:42.099633-0600 0x3c03a8c  Activity    0x6130f94            5495   0    diaryx: (AppSSO) canPerformAuthorizationWithURL
2025-07-31 14:26:42.099850-0600 0x3c03a8c  Activity    0x6130f95            5495   0    diaryx: (AppSSOCore) canPerformAuthorizationWithURL
2025-07-31 14:26:42.100248-0600 0x3c03a8c  Activity    0x6130f96            5495   0    diaryx: (AppSSOCore) canPerformAuthorizationWithURL
2025-07-31 14:26:42.100256-0600 0x3c03a8c  Activity    0x6130f97            5495   0    diaryx: (AppSSOCore) canPerformAuthorizationWithURL
2025-07-31 14:26:42.100935-0600 0x3c03a8c  Default     0x6130f97            5495   14   diaryx: (AuthKit) [com.apple.authkit:siwa] Should process URL called
2025-07-31 14:26:42.101244-0600 0x3c03a8c  Default     0x6130f97            5495   14   diaryx: (AuthKit) [com.apple.authkit:siwa] Fetching native takeover URLs
2025-07-31 14:26:42.101968-0600 0x3c03a8c  Default     0x6130f97            5495   0    diaryx: (libxpc.dylib) [com.apple.xpc:connection] [0x116152930] activating connection: mach=true listener=false peer=false name=com.apple.ak.authorizationservices.xpc
2025-07-31 14:26:42.105517-0600 0x3c03a8c  Default     0x6130f97            5495   14   diaryx: (AuthKit) [com.apple.authkit:siwa] Native takeover URLs fetched
2025-07-31 14:26:42.105654-0600 0x3c03a8c  Default     0x6130f97            5495   14   diaryx: (AuthKit) [com.apple.authkit:siwa] URL shouldn't be processed
2025-07-31 14:26:42.105691-0600 0x3c03a8c  Default     0x6130f97            5495   0    diaryx: (AppSSOCore) [com.apple.AppSSO:SOConfigurationClient] -[SOConfigurationClient init]  on <private>
2025-07-31 14:26:42.105843-0600 0x3c03a8c  Default     0x6130f97            5495   0    diaryx: (libxpc.dylib) [com.apple.xpc:connection] [0x114f0d260] activating connection: mach=true listener=false peer=false name=com.apple.AppSSO.service-xpc
2025-07-31 14:26:42.105910-0600 0x3c03a8c  Default     0x6130f97            5495   0    diaryx: (AppSSOCore) [com.apple.AppSSO:SOServiceConnection] <SOServiceConnection: 0x60000071e500>: new XPC connection
2025-07-31 14:26:42.106020-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:AppSSO] 0x122001b10 - SOAuthorizationCoordinator::tryAuthorize: The requested URL is not registered for AppSSO handling. No further action needed.
2025-07-31 14:26:42.107312-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::decidePolicyForNavigationAction: listener called: frameID=28, isMainFrame=1, navigationID=31, policyAction=0, safeBrowsingWarning=0, isAppBoundDomain=0, wasNavigationIntercepted=0
2025-07-31 14:26:42.107423-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::receivedNavigationActionPolicyDecision: frameID=28, isMainFrame=1, navigationID=31, policyAction=0
2025-07-31 14:26:42.108368-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSwapping] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::decidePolicyForNavigationAction: keep using process 5500 for navigation, reason=Process has not yet committed any provisional loads
2025-07-31 14:26:42.108416-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Process] 0x122003400 - [PID=5500] WebProcessProxy::canTerminateAuxiliaryProcess: returns false (pageCount=1, provisionalPageCount=0, suspendedPageCount=0, m_isInProcessCache=0, m_shutdownPreventingScopeCounter=0)
2025-07-31 14:26:42.110467-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122002100 - GPUProcessProxy is taking a background assertion because a web process is requesting a connection
2025-07-31 14:26:42.179817-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::didStartProvisionalLoadForFrame: frameID=28, isMainFrame=1
2025-07-31 14:26:42.179852-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x122003400 - [PID=5500] WebProcessProxy::didStartProvisionalLoadForMainFrame:
2025-07-31 14:26:42.186018-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::didNavigateWithNavigationDataShared:
2025-07-31 14:26:42.187785-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::didCommitLoadForFrame: frameID=28, isMainFrame=1
2025-07-31 14:26:42.199380-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ViewState] 0x122004120 [pageProxyID=9, webPageID=10, PID=5500, DisplayID=1] RemoteLayerTreeDrawingAreaProxyMac::scheduleDisplayRefreshCallbacks
2025-07-31 14:26:42.210883-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ViewState] 0x122004120 [pageProxyID=9, webPageID=10, PID=5500, DisplayID=1] RemoteLayerTreeDrawingAreaProxyMac::didRefreshDisplay
2025-07-31 14:26:42.221885-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::didFinishDocumentLoadForFrame: frameID=28, isMainFrame=1
2025-07-31 14:26:42.224211-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::didFinishLoadForFrame: frameID=28, isMainFrame=1
2025-07-31 14:26:42.224235-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122002e60 - NavigationState will release its process network assertion soon because the page load completed
2025-07-31 14:26:42.224297-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSuspension] 0x122004ed0 - [PID=5500, throttler=0x122003490] ProcessThrottler::Activity::invalidate: Ending foreground activity / 'Client navigation'
2025-07-31 14:26:42.251012-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::didNavigateWithNavigationDataShared:
2025-07-31 14:26:42.251126-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::didSameDocumentNavigationForFrameViaJS: frameID=28, isMainFrame=1, type=2
2025-07-31 14:26:42.285879-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::didNavigateWithNavigationDataShared:
2025-07-31 14:26:42.285916-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:Loading] 0x11503ec18 - [pageProxyID=9, webPageID=10, PID=5500] WebPageProxy::didSameDocumentNavigationForFrameViaJS: frameID=28, isMainFrame=1, type=2
2025-07-31 14:26:42.513838-0600 0x3c03ab0  Activity    0x6130f99            5495   0    diaryx: (RunningBoardServices) didChangeInheritances
2025-07-31 14:26:43.488539-0600 0x3c03ab0  Activity    0x6130f9a            5495   0    diaryx: (RunningBoardServices) didChangeInheritances
2025-07-31 14:26:43.497177-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSwapping] 0x122000a00 - [PID=0] WebProcessCache::setApplicationIsActive: (isActive=0)
2025-07-31 14:26:43.502151-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (AppKit) [com.apple.AppKit:AutomaticTermination] void _updateToReflectAutomaticTerminationState(void) Setting _kLSApplicationWouldBeTerminatedByTALKey=0
2025-07-31 14:26:43.516501-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (AppKit) [com.apple.AppKit:Window] order window front conditionally: 2495e related: 0
2025-07-31 14:26:43.517039-0600 0x3c03a8c  Default     0x0                  5495   0    diaryx: (WebKit) [com.apple.WebKit:ProcessSwapping] 0x122000a00 - [PID=0] WebProcessCache::setApplicationIsActive: (isActive=1)
